id	code	name	download_link	notes	filename	platform	n_details	ancestry_details	consortium	permissions	assembly	uk_biobank	ancestry	dependent_variable	sex	n_cases	n_controls	n_total	time_created	time_updated	reference_id	phenotype_id	category_id	category_name	phenotype	phenotype_type	pmid	year
712	INFL03	CCL19			CCL19-4922-13_1_one.out.a2.gz			KORA cohort		FREE	NA	no	EUR	continuous	both	NA	NA	997	2019-10-19 05:15:03	2019-10-19 05:15:03	150	412	3	blood	CCL19	biomarker	28240269	2017
711	INFL04	CCL25			CCL25-2705-5_2_one.out.a2			KORA cohort		FREE	NA	no	EUR	continuous	both	NA	NA	997	2019-10-19 05:10:44	2019-10-19 05:10:44	150	413	3	blood	CCL25	biomarker	28240269	2017
694	INFL05	CCL3			CCL3-MIP1a.data.gz					FREE	NA	no	EUR	continuous	both	NA	NA	3522	2019-10-11 11:46:53	2019-10-11 11:46:53	149	410	3	blood	CCL3 MIP1a	biomarker	27989323	2017
696	INFL06	CSF-1			CSF-1-MCSF.data.gz					FREE	NA	no	EUR	continuous	both	NA	NA	840	2019-10-11 12:26:57	2019-10-11 12:26:57	149	414	3	blood	CSF-1	biomarker	27989323	2017
714	INFL07	CST5			CST5-3803-10_2_one.out.a2			KORA cohort		FREE	NA	no	EUR	continuous	both	NA	NA	997	2019-10-19 05:20:47	2019-10-19 05:20:47	150	415	3	blood	CST5	biomarker	28240269	2017
697	INFL08	CXCL1 GROa			CXCL1-GROa.data.gz					FREE	NA	no	EUR	continuous	both	NA	NA	3505	2019-10-11 12:35:08	2019-10-11 12:35:08	149	416	3	blood	CXCL1	biomarker	27989323	2017
699	INFL09	HGF			HGF.data.gz					FREE	NA	no	EUR	continuous	both	NA	NA	8292	2019-10-11 12:56:34	2019-10-11 12:56:34	149	417	3	blood	HGF	biomarker	27989323	2017
737	INFL10	IL10RB			IL10RB-2631-50_2_one.out.a2.gz			KORA cohort		FREE	NA	no	EUR	continuous	both	NA	NA	997	2019-10-19 06:25:53	2019-10-19 06:25:53	150	418	3	blood	IL-10RB	biomarker	28240269	2017
710	INFL11	IL-15RA			IL15RA-3445-53_2_one.out.gz			KORA cohort		FREE	NA	no	EUR	continuous	both	NA	NA	997	2019-10-15 09:19:10	2019-10-15 09:19:10	150	419	3	blood	IL-15RA	biomarker	28240269	2017
701	INFL12	IL10			IL10.data.gz					FREE	NA	no	EUR	continuous	both	NA	NA	7681	2019-10-11 13:17:21	2019-10-11 13:17:21	149	421	3	blood	IL10	biomarker	27989323	2017
700	INFL13	IL-18			IL18.data.gz					FREE	NA	no	EUR	continuous	both	NA	NA	3636	2019-10-11 13:15:36	2019-10-11 13:15:36	149	422	3	blood	IL18	biomarker	27989323	2017
698	INFL14	IL-7			IL7.data.gz					FREE	NA	no	EUR	continuous	both	NA	NA	3409	2019-10-11 12:54:47	2019-10-11 12:54:47	149	423	3	blood	IL7	biomarker	27989323	2017
725	INFL16	MCP-2			MCP-2-CCL8-2785-15_2_one.out.a2.gz			KORA cohort		FREE	NA	no	EUR	continuous	both	NA	NA	997	2019-10-19 05:38:04	2019-10-19 05:38:04	150	425	3	blood	MCP-2	biomarker	28240269	2017
702	INFL17	MCP3			MCP3.data.gz					FREE	NA	no	EUR	continuous	both	NA	NA	843	2019-10-11 13:43:37	2019-10-11 13:43:37	149	426	3	blood	MCP-3	biomarker	27989323	2017
727	INFL18	OPG			OPG-2526-53_3_one.out.a2.gz			KORA cohort		FREE	NA	no	EUR	continuous	both	NA	NA	997	2019-10-19 05:40:57	2019-10-19 05:40:57	150	427	3	blood	OPG	biomarker	28240269	2017
738	INFL19	SIRT2			SIRT2-5030-52_1_one.out.a2.gz			KORA cohort		FREE	NA	no	EUR	continuous	both	NA	NA	997	2019-10-19 06:28:29	2019-10-19 06:28:29	150	429	3	blood	SIRT2	biomarker	28240269	2017
703	INFL20	TNFB			TNFb.data.gz					FREE	NA	no	EUR	continuous	both	NA	NA	1559	2019-10-11 13:44:12	2019-10-11 13:44:12	149	430	3	blood	TNFB	biomarker	27989323	2017
704	INFL21	TRAIL			TRAIL.data.gz					FREE	NA	no	EUR	continuous	both	NA	NA	8186	2019-10-11 14:20:51	2019-10-11 14:20:51	149	431	3	blood	TRAIL	biomarker	27989323	2017
708	INFL22	CCL28			CCL28-2890-59_2_one.out.gz					FREE	NA	no	EUR	continuous	both	NA	NA	997	2019-10-11 15:54:36	2019-10-11 15:54:36	150	432	3	blood	CCL28	biomarker	28240269	2017
716	INFL23	CX3CL1			CX3CL1-2827-23_2_one.out.a2.gz			KORA cohort		FREE	NA	no	EUR	continuous	both	NA	NA	997	2019-10-19 05:23:43	2019-10-19 05:23:43	150	433	3	blood	CX3CL1	biomarker	28240269	2017
719	INFL24	CXCL11			CXCL11-3038-9_2_one.out.a2.gzv			KORA cohort		FREE	NA	no	EUR	continuous	both	NA	NA	997	2019-10-19 05:28:51	2019-10-19 05:28:51	150	434	3	blood	CXCL11	biomarker	28240269	2017
717	INFL25	CXCL5			CXCL5-2979-8_2_one.out.a2.gz			KORA cohort		FREE	NA	no	EUR	continuous	both	NA	NA	997	2019-10-19 05:24:45	2019-10-19 05:24:45	150	435	3	blood	CXCL5	biomarker	28240269	2017
718	INFL26	CXCL6			CXCL6-3495-15_2_one.out.a2			KORA cohort		FREE	NA	no	EUR	continuous	both	NA	NA	997	2019-10-19 05:27:30	2019-10-19 05:27:30	150	436	3	blood	CXCL6	biomarker	28240269	2017
720	INFL27	FGF19			FGF19-2762-30_2_one.out.a2.gz			KORA cohort		FREE	NA	no	EUR	continuous	both	NA	NA	997	2019-10-19 05:29:46	2019-10-19 05:29:46	150	437	3	blood	FGF-19	biomarker	28240269	2017
721	INFL28	Flt3L			FLT3L-3053-49_2_one.out.a2.gz			KORA cohort		FREE	NA	no	EUR	continuous	both	NA	NA	997	2019-10-19 05:31:27	2019-10-19 05:31:27	150	438	3	blood	Flt3L	biomarker	28240269	2017
722	INFL29	IL12RB1			IL12RB1-2632-5_2_one.out.a2.gz			KORA cohort		FREE	NA	no	EUR	continuous	both	NA	NA	997	2019-10-19 05:33:54	2019-10-19 05:33:54	150	439	3	blood	IL-12B	biomarker	28240269	2017
723	INFL30	IL18R1			IL18R1-3446-7_2_one.out.a2.gz			KORA cohort		FREE	NA	no	EUR	continuous	both	NA	NA	997	2019-10-19 05:35:04	2019-10-19 05:35:04	150	440	3	blood	IL-18R1	biomarker	28240269	2017
724	INFL31	LIF-R			LIFR-4919-56_2_one.out.a2.gz			KORA cohort		FREE	NA	no	EUR	continuous	both	NA	NA	997	2019-10-19 05:36:58	2019-10-19 05:36:58	150	441	3	blood	LIF-R	biomarker	28240269	2017
693	INFL32	MMP10			MMP10-3743-1_2_one.out.gz					FREE	NA	no	EUR	continuous	both	NA	NA	997	2019-10-11 11:44:23	2019-10-11 11:44:23	150	442	3	blood	MMP-10	biomarker	28240269	2017
728	INFL33	OSM			OSM-2693-20_3_one.out.a2.gz			KORA cohort		FREE	NA	no	EUR	continuous	both	NA	NA	997	2019-10-19 05:42:44	2019-10-19 05:42:44	150	443	3	blood	OSM	biomarker	28240269	2017
729	INFL34	TNFRSF9			TNFRSF9-2598-9_3_one.out.a2.gz			KORA cohort		FREE	NA	no	EUR	continuous	both	NA	NA	997	2019-10-19 05:43:48	2019-10-19 05:43:48	150	444	3	blood	TNFRSF9	biomarker	28240269	2017
730	INFL35	TNFSF14			TNFSF14-5355-69_3_one.out.a2.gz			KORA cohort		FREE	NA	no	EUR	continuous	both	NA	NA	997	2019-10-19 05:45:59	2019-10-19 05:45:59	150	445	3	blood	TNFSF14	biomarker	28240269	2017
731	INFL36	TRANCE			TRANCE-2917-3_2_one.out.a2.gz			KORA cohort		FREE	NA	no	EUR	continuous	both	NA	NA	997	2019-10-19 05:47:03	2019-10-19 05:47:03	150	446	3	blood	TRANCE	biomarker	28240269	2017
709	INFL37	TWEAK			TWEAK-2484-49_3_one.out.gz			KORA cohort		FREE	NA	no	EUR	continuous	both	NA	NA	997	2019-10-14 21:34:01	2019-10-14 21:34:01	150	447	3	blood	TWEAK	biomarker	28240269	2017
733	INFL38	uPA			uPA-4158-54_2_one.out.a2.gz			KORA cohort		FREE	NA	no	EUR	continuous	both	NA	NA	997	2019-10-19 05:49:28	2019-10-19 05:49:28	150	448	3	blood	uPA	biomarker	28240269	2017
734	INFL39	VEGFA			VEGFA-4867-15_2_one.out.a2.gz			KORA cohort		FREE	NA	no	EUR	continuous	both	NA	NA	997	2019-10-19 05:52:22	2019-10-19 05:52:22	150	449	3	blood	VEGFA	biomarker	28240269	2017
382	INSO01	Insomnia	https://grasp.nhlbi.nih.gov/downloads/FullResults/2017/2017_Hammerschlag/Hammerschlag_NatGenet2017_insomnia_sumstats-full_090617.txt.gz	NA	Hammerschlag_NatGenet2017_insomnia_sumstats-full_090617.txt.gz	NA	NA	European	NA	FREE	NA	yes	EUR	binary	both	32384	80622	113006	2019-02-05 16:38:00	2019-02-05 16:38:00	114	171	7	mental and behavioural	insomnia	trait	28604731	2017
383	INSO01F	Insomnia female	https://grasp.nhlbi.nih.gov/downloads/FullResults/2017/2017_Hammerschlag/Hammerschlag_NatGenet2017_insomnia_sumstats-females_090617.txt.gz	NA	Hammerschlag_NatGenet2017_insomnia_sumstats-females_090617.txt.gz	NA	NA	European	NA	FREE	NA	yes	EUR	binary	female	19521	39846	59367	2019-02-05 16:38:00	2019-02-05 16:38:00	114	171	7	mental and behavioural	insomnia	trait	28604731	2017
384	INSO01M	Insomnia male	https://grasp.nhlbi.nih.gov/downloads/FullResults/2017/2017_Hammerschlag/Hammerschlag_NatGenet2017_insomnia_sumstats-males_090617.txt.gz	NA	Hammerschlag_NatGenet2017_insomnia_sumstats-males_090617.txt.gz	NA	NA	European	NA	FREE	NA	yes	EUR	binary	male	12863	40776	53639	2019-02-05 16:38:00	2019-02-05 16:38:00	114	171	7	mental and behavioural	insomnia	trait	28604731	2017
676	INSO02	Insomnia (2019)	https://ctg.cncr.nl/documents/p1651/Insomnia_sumstats_Jansenetal.txt.gz		Insomnia_sumstats_Jansenetal.txt.gz					FREE	GRCh37/hg19	yes	EUR	binary	both	109402	277131	386533	2019-10-10 11:24:17	2019-10-10 11:24:17	146	171	7	mental and behavioural	insomnia	trait	30804565	2019
385	INTE01	Childhood Intelligence	http://ssgac.org/documents/CHIC_Summary_Benyamin2014.txt.gz	NA	CHIC_Summary_Benyamin2014.txt.gz	NA	NA	European	CHIC	FREE	NCBI36/hg18	no	EUR	continuous	both	NA	NA	12441	2019-02-05 16:38:00	2019-02-05 16:38:00	26	160	7	mental and behavioural	childhood intelligence	trait	23358156	2014
386	INTE02	Intelligence	https://ctg.cncr.nl/documents/p1651/sumstats.txt.gz	NA	sniekers_sumstats.txt.gz	NA	NA	European	NA	FREE	NA	yes	EUR	continuous	both	NA	NA	78308	2019-02-05 16:38:00	2019-02-05 16:38:00	111	172	7	mental and behavioural	intelligence	trait	28530673	2017
387	INTE03	Intelligence (Cognitive ability)	https://ctg.cncr.nl/software/summary_statistics		SavageJansen_2018_intelligence_metaanalysis.txt.gz			European		FREE	NA	yes	EUR	continuous	both	NA	NA	269867	2019-02-05 16:38:00	2019-06-14 08:56:09	128	172	7	mental and behavioural	intelligence	trait	29942086	2018
388	INTZ01	Internalizing	http://www.tweelingenregister.org/fileadmin/user_upload/EAGLE/Internalizing.zip	Reference panel: build 36 (release 22) of the original HapMap CEU reference panel.	meta3.INTsnplist_F.txt.gz	NA	NA	European	EAGLE	FREE	NA	no	EUR	continuous	both	NA	NA	2037	2019-02-05 16:38:00	2019-02-05 16:38:00	43	173	7	mental and behavioural	internalizing	trait	24839885	2014
389	IRON01	Log10 Ferritin (iron metabolism)	https://genepi.qimr.edu.au/contents/p/studies/2013/GIS%20Consortium%20-%20Iron%20data%20-%20Benyamin%20et%20al%202014.zip	NA	Log10Ferritin_Benyamin_NatCom_2014.txt.gz	NA	NA	European	GENEPI	FREE	NA	no	EUR	continuous	both	NA	NA	48972	2019-02-05 16:38:00	2019-02-05 16:38:00	51	354	11	metabolism: other	ferritin	biomarker	25352340	2014
390	IRON02	Transferrin (iron metabolism)	https://genepi.qimr.edu.au/contents/p/studies/2013/GIS%20Consortium%20-%20Iron%20data%20-%20Benyamin%20et%20al%202014.zip	NA	Transferrin_Benyamin_NatCom_2014.txt.gz	NA	NA	European	GENEPI	FREE	NA	no	EUR	continuous	both	NA	NA	48972	2019-02-05 16:38:00	2019-02-05 16:38:00	51	356	11	metabolism: other	transferrin	biomarker	25352340	2014
391	IRON03	Transferrin saturation (iron metabolism)	https://genepi.qimr.edu.au/contents/p/studies/2013/GIS%20Consortium%20-%20Iron%20data%20-%20Benyamin%20et%20al%202014.zip	NA	Saturation_Benyamin_NatCom_2014.txt.gz	NA	NA	European	GENEPI	FREE	NA	no	EUR	continuous	both	NA	NA	48972	2019-02-05 16:38:00	2019-02-05 16:38:00	51	357	11	metabolism: other	transferrin saturation	biomarker	25352340	2014
392	KETO01	Metabolites: acetate (ketone bodies)	http://www.computationalmedicine.fi/data#NMR_GWAS	NA	Summary_statistics_MAGNETIC_Ace.txt.gz	NA	NA	European	MAGNETIC	FREE	NA	no	EUR	continuous	both	NA	NA	24748	2019-02-05 16:38:00	2019-02-05 16:38:00	77	351	11	metabolism: other	acetate	biomarker	27005778	2016
393	KETO02	Metabolites: Acetoacetate (ketone bodies)	http://www.computationalmedicine.fi/data#NMR_GWAS	NA	Summary_statistics_MAGNETIC_AcAce.txt.gz	NA	NA	Eureopan	MAGNETIC	FREE	NA	no	EUR	continuous	both	NA	NA	19262	2019-02-05 16:38:00	2019-02-05 16:38:00	77	352	11	metabolism: other	acetoacetate	biomarker	27005778	2016
394	KETO03	beta-hydroxybutyrate (ketone bodies)	http://www.computationalmedicine.fi/data#NMR_GWAS	NA	Summary_statistics_MAGNETIC_bOHBut.txt.gz	NA	NA	European	MAGNETIC	FREE	NA	no	EUR	continuous	both	NA	NA	24154	2019-02-05 16:38:00	2019-02-05 16:38:00	77	353	11	metabolism: other	beta-hydroxybutyrate	biomarker	27005778	2016
755	LDLP01	Low Density Lipoprotein (LDL)	http://csg.sph.umich.edu/willer/public/lipids2013/	JOINT ANALYSIS OF METABOCHIP AND GWAS DATA	jointGwasMc_LDL.txt.gz				Global Lipids Genetics Consortium	FREE	GRCh37/hg19	no	MIX	continuous	both	NA	NA	173082	2021-05-26 19:28:45	2021-05-26 19:30:55	157	461	3	blood	Low Density Lipoprotein (LDL)	trait	24097068	2013
395	LEAN01	Total body lean mass childhood	https://grasp.nhlbi.nih.gov/downloads/FullResults/2017/2017_Medina-Gomez/MedinaGomez_GEFOS_pediatric_bivariate_final.zip	NA	MedinaGomez_GEFOS_pediatric_bivariate_final_LM.txt.gz 	NA	NA	Mostly European	GEFOS	FREE	NA	no	MIX	continuous	both	NA	NA	10414	2019-02-05 16:38:00	2019-02-05 16:38:00	118	100	1	anthropometric	lean mass	trait	28743860	2017
396	LEAN02	Total body lean mass adulthood	http://www.gefos.org/sites/default/files/wholebodyleanmass.results.metal_.txt.gz	Fixed-effect analysis. Software: METAL. Corrected for: sex, age, age2, and other study-specific covariates.	wholebodyleanmass.results.metal_.txt.gz	NA	NA	European	GEFOS	FREE	NA	no	EUR	continuous	both	NA	NA	38292	2019-02-05 16:38:00	2019-02-05 16:38:00	117	100	1	anthropometric	lean mass	trait	28724990	2017
397	LEAN03	Appendicular (arms and legs) lean mass	http://www.gefos.org/sites/default/files/appendicularleanmass.results.metal_.txt.gz	Fixed-effect analysis. Software: METAL. Corrected for: sex, age, age2, and other study-specific covariates.	appendicularleanmass.results.metal_.txt.gz	NA	NA	European	GEFOS	FREE	NA	no	EUR	continuous	both	NA	NA	28330	2019-02-05 16:38:00	2019-02-05 16:38:00	117	101	1	anthropometric	lean mass appendicular	trait	28724990	2017
398	LEAN04	Lean mass (fat free mass) anorexia-free	NA	Internal datasets, C. Hübel, KCL, 2017. Software: BGENIE.	FFM_af_maf0.01_full.txt.gz	UK Biobank Array	NA	European	UK BIOBANK	ON DEMAND	GRCh37/hg19	yes	EUR	continuous	both	NA	NA	154358	2019-02-05 16:38:00	2019-02-05 16:38:00	1	100	1	anthropometric	lean mass	trait	NA	NA
399	LEAN04B	Lean mass (fat free mass) anorexia-free meta-analysis of males and females	NA	Internal datasets, C. Hübel, KCL, 2017. Software: BGENIE.	FFM_af_maf0.01_meta_pos.txt.gz	UK Biobank Array	NA	European	UK BIOBANK	ON DEMAND	GRCh37/hg19	yes	EUR	continuous	both	NA	NA	154358	2019-02-05 16:38:00	2019-02-05 16:38:00	1	100	1	anthropometric	lean mass	trait	NA	NA
400	LEAN04F	Lean mass (fat free mass) anorexia-free female	NA	Internal datasets, C. Hübel, KCL, 2017. Software: BGENIE.	FFM_af_maf0.01_female.txt.gz	UK Biobank Array	NA	European	UK BIOBANK	ON DEMAND	GRCh37/hg19	yes	EUR	continuous	female	NA	NA	69193	2019-02-05 16:38:00	2019-02-05 16:38:00	1	100	1	anthropometric	lean mass	trait	NA	NA
401	LEAN04M	Lean mass (fat free mass) anorexia-free male	NA	Internal datasets, C. Hübel, KCL, 2017. Software: BGENIE.	FFM_af_maf0.01_male.txt.gz	UK Biobank Array	NA	European	UK BIOBANK	ON DEMAND	GRCh37/hg19	yes	EUR	continuous	male	NA	NA	85261	2019-02-05 16:38:00	2019-02-05 16:38:00	1	100	1	anthropometric	lean mass	trait	NA	NA
402	LEAN05	Lean mass (fat free mass) mass healthy	NA	Internal datasets, C. Hübel, KCL, 2017. Software: BGENIE.	FFM_h_maf0.01_full.txt.gz	UK Biobank Array	NA	European	UK BIOBANK	ON DEMAND	GRCh37/hg19	yes	EUR	continuous	both	NA	NA	155961	2019-02-05 16:38:00	2019-02-05 16:38:00	1	100	1	anthropometric	lean mass	trait	NA	NA
403	LEAN05B	Lean mass (fat free mass) healthy meta	NA	Internal datasets, C. Hübel, KCL, 2017. Software: BGENIE.	FFM_h_maf0.01_meta_pos.txt.gz	UK Biobank Array	NA	European	UK BIOBANK	ON DEMAND	GRCh37/hg19	yes	EUR	continuous	both	NA	NA	155961	2019-02-05 16:38:00	2019-02-05 16:38:00	1	100	1	anthropometric	lean mass	trait	NA	NA
404	LEAN05F	Lean mass (fat free mass) healthy female	NA	Internal datasets, C. Hübel, KCL, 2017. Software: BGENIE.	FFM_h_maf0.01_female.txt.gz	UK Biobank Array	NA	European	UK BIOBANK	ON DEMAND	GRCh37/hg19	yes	EUR	continuous	female	NA	NA	70300	2019-02-05 16:38:00	2019-02-05 16:38:00	1	100	1	anthropometric	lean mass	trait	NA	NA
405	LEAN05M	Lean mass (fat free mass) healthy male	NA	Internal datasets, C. Hübel, KCL, 2017. Software: BGENIE.	FFM_h_maf0.01_male.txt.gz	UK Biobank Array	NA	European	UK BIOBANK	ON DEMAND	GRCh37/hg19	yes	EUR	continuous	male	NA	NA	85165	2019-02-05 16:38:00	2019-02-05 16:38:00	1	100	1	anthropometric	lean mass	trait	NA	NA
406	LEAN06	Lean mass (fat free mass)	NA	Internal datasets, C. Hübel, KCL, 2017. Software: BGENIE.	FFM_c_maf0.01_full.txt.gz	UK Biobank Array	NA	European	UK BIOBANK	ON DEMAND	GRCh37/hg19	yes	EUR	continuous	both	NA	NA	353972	2019-02-05 16:38:00	2019-02-05 16:38:00	1	100	1	anthropometric	lean mass	trait	NA	NA
407	LEAN06B	Lean mass (fat free mass) meta-analysis of males and females	NA	Internal datasets, C. Hübel, KCL, 2017. Software: BGENIE.	FFM_c_maf0.01_meta_pos.txt.gz	UK Biobank Array	NA	European	UK BIOBANK	ON DEMAND	GRCh37/hg19	yes	EUR	continuous	both	NA	NA	353972	2019-02-05 16:38:00	2019-02-05 16:38:00	1	100	1	anthropometric	lean mass	trait	NA	NA
408	LEAN06F	Lean mass (fat free mass) female	NA	Internal datasets, C. Hübel, KCL, 2017. Software: BGENIE.	FFM_c_maf0.01_female.txt.gz	UK Biobank Array	NA	European	UK BIOBANK	ON DEMAND	GRCh37/hg19	yes	EUR	continuous	female	NA	NA	180365	2019-02-05 16:38:00	2019-02-05 16:38:00	1	100	1	anthropometric	lean mass	trait	NA	NA
409	LEAN06M	Lean mass (fat free mass) male	NA	Internal datasets, C. Hübel, KCL, 2017. Software: BGENIE.	FFM_c_maf0.01_male.txt.gz	UK Biobank Array	NA	European	UK BIOBANK	ON DEMAND	GRCh37/hg19	yes	EUR	continuous	male	NA	NA	173203	2019-02-05 16:38:00	2019-02-05 16:38:00	1	100	1	anthropometric	lean mass	trait	NA	NA
666	LEAN07B	Fat-free mass/lean mass healthy meta-analysis (not alcohol/smoking-adjust)			FFM.healthy.meta.excl.alc.smoke.se1.cor.TBL.gz					FREE	NA	yes	EUR	continuous	both	NA	NA	155961	2019-05-21 15:47:02	2019-05-21 15:47:02	1	100	1	anthropometric	lean mass	trait	NA	NA
410	LIPI01	Total lipids in chylomicrons and largest VLDL particles	http://www.computationalmedicine.fi/data#NMR_GWAS	NA	Summary_statistics_MAGNETIC_XXL.VLDL.L.txt.gz	NA	NA	European (+ Finnish)	MAGNETIC	FREE	NA	no	EUR	continuous	both	NA	NA	18960	2019-02-05 16:38:00	2019-02-05 16:38:00	77	327	10	metabolism: lipids	total lipids in chylomicrons & largest VLDL	biomarker	27005778	2016
411	LIPI02	Total lipids in IDL	http://www.computationalmedicine.fi/data#NMR_GWAS	NA	Summary_statistics_MAGNETIC_IDL.L.txt.gz	NA	NA	European (+ Finnish)	MAGNETIC	FREE	NA	no	EUR	continuous	both	NA	NA	19273	2019-02-05 16:38:00	2019-02-05 16:38:00	77	326	10	metabolism: lipids	total lipids in IDL	biomarker	27005778	2016
412	LIPI03	Total lipids in large HDL	http://www.computationalmedicine.fi/data#NMR_GWAS	NA	Summary_statistics_MAGNETIC_L.HDL.L.txt.gz	NA	NA	European (+ Finnish)	MAGNETIC	FREE	NA	no	EUR	continuous	both	NA	NA	19273	2019-02-05 16:38:00	2019-02-05 16:38:00	77	328	10	metabolism: lipids	total lipids in large HDL	biomarker	27005778	2016
413	LIPI04	Total lipids in large LDL	http://www.computationalmedicine.fi/data#NMR_GWAS	NA	Summary_statistics_MAGNETIC_L.LDL.L.txt.gz	NA	NA	European (+ Finnish)	MAGNETIC	FREE	NA	no	EUR	continuous	both	NA	NA	19273	2019-02-05 16:38:00	2019-02-05 16:38:00	77	329	10	metabolism: lipids	total lipids in large LDL	biomarker	27005778	2016
414	LIPI05	Total lipids in large VLDL	http://www.computationalmedicine.fi/data#NMR_GWAS	NA	Summary_statistics_MAGNETIC_L.VLDL.L.txt.gz	NA	NA	European (+ Finnish)	MAGNETIC	FREE	NA	no	EUR	continuous	both	NA	NA	18960	2019-02-05 16:38:00	2019-02-05 16:38:00	77	330	10	metabolism: lipids	total lipids in large VLDL	biomarker	27005778	2016
415	LIPI06	Total lipids in medium HDL	http://www.computationalmedicine.fi/data#NMR_GWAS	NA	Summary_statistics_MAGNETIC_M.HDL.L.txt.gz	NA	NA	European (+ Finnish)	MAGNETIC	FREE	NA	no	EUR	continuous	both	NA	NA	19273	2019-02-05 16:38:00	2019-02-05 16:38:00	77	331	10	metabolism: lipids	total lipids in medium HDL	biomarker	27005778	2016
416	LIPI07	Total lipids in medium LDL	http://www.computationalmedicine.fi/data#NMR_GWAS	NA	Summary_statistics_MAGNETIC_M.LDL.L.txt.gz	NA	NA	European (+ Finnish)	MAGNETIC	FREE	NA	no	EUR	continuous	both	NA	NA	19273	2019-02-05 16:38:00	2019-02-05 16:38:00	77	332	10	metabolism: lipids	total lipids in medium LDL	biomarker	27005778	2016
417	LIPI08	Total lipids in small HDL	http://www.computationalmedicine.fi/data#NMR_GWAS	NA	Summary_statistics_MAGNETIC_S.HDL.L.txt.gz	NA	NA	European (+ Finnish)	MAGNETIC	FREE	NA	no	EUR	continuous	both	NA	NA	19273	2019-02-05 16:38:00	2019-02-05 16:38:00	77	333	10	metabolism: lipids	total lipids in small HDL	biomarker	27005778	2016
418	LIPI09	Total lipids in small LDL	http://www.computationalmedicine.fi/data#NMR_GWAS	NA	Summary_statistics_MAGNETIC_S.LDL.L.txt.gz	NA	NA	European (+ Finnish)	MAGNETIC	FREE	NA	no	EUR	continuous	both	NA	NA	19273	2019-02-05 16:38:00	2019-02-05 16:38:00	77	334	10	metabolism: lipids	total lipids in small LDL	biomarker	27005778	2016
419	LIPI10	Total lipids in small VLDL	http://www.computationalmedicine.fi/data#NMR_GWAS	NA	Summary_statistics_MAGNETIC_S.VLDL.L.txt.gz	NA	NA	European (+ Finnish)	MAGNETIC	FREE	NA	no	EUR	continuous	both	NA	NA	19273	2019-02-05 16:38:00	2019-02-05 16:38:00	77	335	10	metabolism: lipids	total lipids in small VLDL	biomarker	27005778	2016
420	LIPI11	Total lipids in very large HDL	http://www.computationalmedicine.fi/data#NMR_GWAS	NA	Summary_statistics_MAGNETIC_XL.HDL.L.txt.gz	NA	NA	European (+ Finnish)	MAGNETIC	FREE	NA	no	EUR	continuous	both	NA	NA	19273	2019-02-05 16:38:00	2019-02-05 16:38:00	77	336	10	metabolism: lipids	total lipids in very large HDL	biomarker	27005778	2016
421	LIPI12	Total lipids in very large VLDL	http://www.computationalmedicine.fi/data#NMR_GWAS	NA	Summary_statistics_MAGNETIC_XL.VLDL.L.txt.gz	NA	NA	European (+ Finnish)	MAGNETIC	FREE	NA	no	EUR	continuous	both	NA	NA	19273	2019-02-05 16:38:00	2019-02-05 16:38:00	77	337	10	metabolism: lipids	total lipids in very large VLDL	biomarker	27005778	2016
422	LIPI13	Total lipids in very small VLDL	http://www.computationalmedicine.fi/data#NMR_GWAS	NA	Summary_statistics_MAGNETIC_XS.VLDL.L.txt.gz	NA	NA	European (+ Finnish)	MAGNETIC	FREE	NA	no	EUR	continuous	both	NA	NA	19273	2019-02-05 16:38:00	2019-02-05 16:38:00	77	338	10	metabolism: lipids	total lipids in very small VLDL	biomarker	27005778	2016
